beschreibung_id,modell,sprache,subgruppe,frage_id,dimension,wiederholung,beschreibung
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q01_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q01,offen,1,"Hardline Principlists in Iran are staunch conservatives who view the country's nuclear program as an inalienable right and a critical pillar of national sovereignty, technological progress, and deterrence. They strongly oppose any concessions that would significantly limit Iran's nuclear capabilities, particularly enrichment activities, seeing such compromises as surrendering to Western pressure and undermining the ideals of the Islamic Revolution. This faction, which holds significant influence in key institutions like the Islamic Revolutionary Guard Corps (IRGC) and the judiciary, has been a major force against the 2015 Joint Comprehensive Plan of Action (JCPOA) and any return to its terms, advocating instead for a ""resistance economy"" and continued advancement of the nuclear program regardless of international sanctions."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q02_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q02,NR,1,"Hardline Principlists in Iran are unwavering proponents of advancing the country's nuclear program, viewing it as a non-negotiable symbol of national sovereignty, technological progress, and deterrence. They strongly oppose any concessions or compromises that would limit Iran's nuclear capabilities, particularly uranium enrichment, seeing such restrictions as illegitimate Western interference. This faction is deeply skeptical of international agreements like the JCPOA (2015 nuclear deal), arguing they undermine Iran's rights and security. Their position is rooted in a revolutionary ideology that prioritizes self-sufficiency and resistance against external pressure, often advocating for a more assertive posture in both nuclear development and foreign policy."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q03_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q03,NS,1,"Hardline Principlists in Iran view the nuclear program as a cornerstone of national sovereignty, scientific progress, and deterrent power. They see it as an inalienable right under the Nuclear Non-Proliferation Treaty (NPT) and a symbol of Iran's technological independence and resistance against Western pressure, particularly from the United States and Israel. For this faction, the program's strategic significance transcends energy needs; it is a vital component of Iran's regional stature and a non-negotiable point of national pride. They generally oppose making substantial concessions in negotiations, believing that capitulation to external demands would undermine the Islamic Republic's revolutionary principles and security."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q04_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q04,EC,1,"The Hardline Principlists in Iran pursue a nuclear program that is entirely indigenous, self-sufficient, and free from any foreign oversight or limitations, viewing it as a non-negotiable symbol of national sovereignty, technological advancement, and deterrence. They fundamentally oppose the JCPOA (2015 nuclear deal) and any similar compromises, arguing that concessions to the West, particularly the United States, are inherently untrustworthy and detrimental to Iran's strategic independence. Their core interest is to maintain and advance a robust nuclear infrastructure—including uranium enrichment—as a permanent and irreversible national achievement. They see the program as a source of regional power and prestige, and many within this faction likely support keeping the option to develop a nuclear weapon ambiguous as a strategic asset, though officially they adhere to the religious decree (fatwa) against nuclear weapons."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q05_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q05,SF,1,"Hardline Principlists in Iran typically view negotiations over the country's nuclear program with deep skepticism and as a potential threat to national sovereignty and revolutionary ideals. They generally oppose making concessions to Western powers, particularly the United States, which they perceive as inherently hostile and untrustworthy. From their perspective, the nuclear program is a symbol of Iran's scientific advancement and independence, and a right guaranteed under the Nuclear Non-Proliferation Treaty. They often argue that past agreements, like the 2015 JCPOA, yielded insufficient economic relief while imposing unacceptable constraints. Consequently, they favor a policy of ""resistance economy"" and maintaining a robust nuclear infrastructure over diplomatic compromises they see as weakening Iran's strategic position."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q01_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q01,offen,1,"The Islamic Revolutionary Guard Corps (IRGC) and the broader security establishment in Iran are central, hardline custodians of the nation's nuclear program, which they view as a matter of national sovereignty and strategic deterrence. The IRGC, particularly through its elite Quds Force and Basij militia, is deeply involved in the program's security, suppressing domestic dissent, and countering foreign intelligence operations. The security apparatus, including the Ministry of Intelligence, operates under a paradigm that prioritizes regime survival, often framing international diplomatic efforts and inspections with profound suspicion. Their influential stance generally opposes concessions to the West, advocating for a robust nuclear infrastructure as an inseparable component of Iran's defensive and geopolitical power. This perspective has consistently shaped Iran's often confrontational negotiations and compliance posture regarding non-proliferation agreements."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q02_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q02,NR,1,"The Islamic Revolutionary Guard Corps (IRGC) and the broader Iranian security establishment are staunch advocates for a robust and advancing nuclear program, viewing it as a non-negotiable pillar of national sovereignty, strategic deterrence, and technological progress. They perceive the program as a vital asset for Iran's regional influence and a fundamental right under the Nuclear Non-Proliferation Treaty (NPT). The security apparatus, particularly the IRGC, which oversees key aspects of the program's defense, consistently opposes significant concessions in international negotiations, arguing that external pressures, especially from the West, aim to undermine Iran's independence and power. Their position is one of maximum resistance to rollbacks and unwavering support for continuous technological advancement, considering the nuclear capability a cornerstone of the nation's security doctrine."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q03_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q03,NS,1,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's broader security establishment view the nuclear program as a cornerstone of national sovereignty, strategic deterrence, and technological independence. They frame it as an inalienable right for peaceful purposes under the Nuclear Non-Proliferation Treaty (NPT), while also acknowledging its immense symbolic and practical value for regional influence and security. The program is seen as a critical asset that elevates Iran's geopolitical standing, provides a deterrent against external threats, and represents a scientific achievement immune to foreign pressure. This perspective inherently links the program's continuation to the regime's identity and resilience, treating any significant rollback as a fundamental threat to national security. Consequently, the security apparatus is deeply involved in safeguarding the program and opposes concessions that would permanently limit Iran's nuclear capabilities."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q04_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q04,EC,1,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's security establishment view the nuclear program as a paramount strategic asset for national security, regional influence, and regime survival. Their primary interest is to maintain a latent nuclear weapons capability—often termed ""threshold status""—without formally weaponizing, as this deters adversaries, bolsters Iran's regional power position, and provides significant leverage in diplomatic negotiations. The program is also a source of immense prestige, technological advancement, and institutional power for the IRGC, which controls its military dimensions. The security apparatus strongly opposes any permanent dismantling of nuclear infrastructure, seeking instead to manage concessions in exchange for sanctions relief while preserving the core capacity to rapidly advance if the strategic environment deteriorates."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q05_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q05,SF,1,"The IRGC and broader Iranian security establishment typically view nuclear negotiations with deep skepticism, prioritizing national security and strategic autonomy above all. They generally perceive such talks as a necessary but distrusted diplomatic tool, often to relieve economic pressure, while fundamentally opposing any compromise that would permanently curtail Iran's nuclear capabilities or allow extensive international oversight that could impinge on military sovereignty. Their perspective is shaped by a belief that Western powers, particularly the United States, seek to undermine Iran's regional influence and technological advancement through the nuclear issue. Consequently, they often advocate for a hardline stance in negotiations, emphasizing the program's peaceful nature as an inalienable right while simultaneously viewing it as a critical deterrent asset and a matter of national prestige that is non-negotiable at its core."
deepseek-deepseek-v3.2_EN_Pragmatic-Moderates_Q01_W1,deepseek/deepseek-v3.2,EN,Pragmatic-Moderates,Q01,offen,1,"Pragmatic Moderates in Iran, often associated with figures like former President Hassan Rouhani, generally advocate for a negotiated approach to the nuclear program, prioritizing diplomacy and economic integration over confrontation. They view the program as a matter of national pride and technological advancement but are willing to accept constraints and transparency through agreements like the JCPOA (2015 nuclear deal) to alleviate sanctions and improve Iran's international standing and economy. This faction believes that a calibrated nuclear capability, within internationally accepted limits, can serve as a lever for broader strategic engagement, contrasting with more hardline factions that emphasize uncompromising sovereignty and resistance. Their influence fluctuates with the political climate, and their ability to shape policy has diminished since the U.S. withdrawal from the JCPOA in 2018 and the election of a more conservative administration in 2021."
deepseek-deepseek-v3.2_EN_Pragmatic-Moderates_Q02_W1,deepseek/deepseek-v3.2,EN,Pragmatic-Moderates,Q02,NR,1,"Pragmatic Moderates in Iran generally support the nuclear program as a matter of national pride and technological advancement but advocate for diplomatic engagement and flexibility in negotiations to secure sanctions relief and economic integration. They view the program as a bargaining chip to achieve broader strategic and economic benefits, rather than an inflexible ideological pillar. This faction, often associated with figures like former President Hassan Rouhani, was instrumental in negotiating the 2015 Joint Comprehensive Plan of Action (JCPOA). Their position emphasizes transparency and adherence to international non-proliferation frameworks to alleviate global concerns, believing that a managed, peaceful nuclear program is compatible with Iran's economic development and international standing."
deepseek-deepseek-v3.2_EN_Pragmatic-Moderates_Q03_W1,deepseek/deepseek-v3.2,EN,Pragmatic-Moderates,Q03,NS,1,"Pragmatic Moderates in Iran generally view the nuclear program as a legitimate source of national pride and a symbol of technological advancement, but they tend to assess its significance primarily through the lens of economic and diplomatic practicality. They often argue that while maintaining a peaceful nuclear energy capability is a sovereign right, the program's scale and posture should be calibrated to avoid crippling international sanctions and isolation. For this group, the program's ultimate significance lies in its utility as a bargaining chip to secure broader economic reintegration, foreign investment, and security guarantees. Their assessment therefore frequently emphasizes diplomatic engagement and negotiated compromises, such as the 2015 JCPOA, which they saw as a model for balancing technological development with economic relief and improved international standing."
deepseek-deepseek-v3.2_EN_Pragmatic-Moderates_Q04_W1,deepseek/deepseek-v3.2,EN,Pragmatic-Moderates,Q04,EC,1,"Pragmatic Moderates in Iran, often represented by figures like former President Hassan Rouhani, generally pursue a nuclear program that balances technological advancement with diplomatic engagement to alleviate economic pressures. Their primary interest is to maintain Iran's right to civilian nuclear energy under the Nuclear Non-Proliferation Treaty (NPT) while seeking the removal of international sanctions through negotiated agreements, such as the 2015 JCPOA. This faction views a controlled, transparent program as essential for national pride and energy independence, but prioritizes economic recovery and reintegration into the global economy over more confrontational postures. They advocate for compromises that ensure peaceful use, subject to international verification, to secure sanctions relief and foster foreign investment."
deepseek-deepseek-v3.2_EN_Pragmatic-Moderates_Q05_W1,deepseek/deepseek-v3.2,EN,Pragmatic-Moderates,Q05,SF,1,"Pragmatic Moderates in Iran, often represented by figures like former President Hassan Rouhani and his administration, typically view negotiations over the nuclear program as a necessary and strategic avenue to secure Iran's core interests. Their perspective is that a negotiated agreement, such as the 2015 JCPOA, is essential for relieving international sanctions, reintegrating Iran into the global economy, and attracting foreign investment to address domestic economic crises. They argue that compromise on nuclear constraints is a pragmatic trade-off for these broader economic and diplomatic benefits, enhancing regional stability and Iran's international standing. This faction generally believes that diplomacy, rather than confrontation, is the most effective way to guarantee national security and technological advancement within a regulated framework."
deepseek-deepseek-v3.2_EN_Reformists_Q01_W1,deepseek/deepseek-v3.2,EN,Reformists,Q01,offen,1,"In Iran, Reformists generally advocate for greater diplomatic engagement and flexibility regarding the nuclear program, viewing it as a tool for achieving broader economic and foreign policy goals rather than a rigid ideological symbol. They tend to support compliance with international agreements, such as the 2015 Joint Comprehensive Plan of Action (JCPOA), arguing that it reduces tensions, lifts sanctions, and improves Iran's economy. Key Reformist figures, including former President Hassan Rouhani who negotiated the JCPOA, emphasize that maintaining a civilian nuclear program within the boundaries of international inspections is permissible, but they prioritize avoiding confrontation that could isolate Iran. Their stance is often contrasted with more hardline conservatives who emphasize national sovereignty and resistance, sometimes viewing the nuclear program as an uncompromising right."
deepseek-deepseek-v3.2_EN_Reformists_Q02_W1,deepseek/deepseek-v3.2,EN,Reformists,Q02,NR,1,"Reformists in Iran generally support the continuation of the country's nuclear program but advocate for greater diplomatic engagement and transparency to reduce international tensions and secure sanctions relief. They view the program as a matter of national pride and sovereign right, but emphasize that its primary purpose should be peaceful civilian energy, not military escalation. Key figures, such as former President Hassan Rouhani, who is associated with the reformist camp, were instrumental in negotiating the 2015 Joint Comprehensive Plan of Action (JCPOA). Reformists typically argue that a negotiated solution, like the JCPOA, is essential for Iran's economic well-being and integration into the global community, positioning themselves as more pragmatic and outward-looking compared to their hardline conservative counterparts."
deepseek-deepseek-v3.2_EN_Reformists_Q03_W1,deepseek/deepseek-v3.2,EN,Reformists,Q03,NS,1,"Reformists in Iran generally view the nuclear program as a legitimate source of national pride and a symbol of scientific advancement, but they have historically emphasized its peaceful nature and prioritized diplomatic engagement with the international community. They have often argued that the program's management should not lead to Iran's isolation or severe economic hardship. Key reformist figures have supported the 2015 nuclear deal (JCPOA) as a model for resolving the standoff, seeing it as a means to secure sanctions relief, improve the economy, and foster greater foreign investment and integration. Their assessment thus balances national sovereignty with a pragmatic focus on the program's economic and diplomatic costs, advocating for transparency and negotiations to ensure its civilian character."
deepseek-deepseek-v3.2_EN_Reformists_Q04_W1,deepseek/deepseek-v3.2,EN,Reformists,Q04,EC,1,"The Reformists in Iran generally pursue a pragmatic and diplomatic approach to the country's nuclear program, prioritizing the reduction of international tensions and the lifting of economic sanctions to improve Iran's economic conditions and integration into the global community. They have historically supported the 2015 Joint Comprehensive Plan of Action (JCPOA) and advocate for full compliance with its terms, viewing it as a means to secure peaceful nuclear technology while ensuring transparency through International Atomic Energy Agency (IAEA) inspections. Their core interest lies in leveraging the program as a bargaining chip for broader diplomatic engagement, rather than as a point of ideological confrontation, aiming to foster foreign investment and alleviate domestic economic pressures."
deepseek-deepseek-v3.2_EN_Reformists_Q05_W1,deepseek/deepseek-v3.2,EN,Reformists,Q05,SF,1,"Reformists in Iran generally advocate for a pragmatic and diplomatic approach to negotiations over the country's nuclear program, viewing a constructive agreement with the international community as essential for Iran's economic and political interests. They typically argue that resolving the nuclear issue through dialogue and compromise is necessary to alleviate crippling economic sanctions, foster regional stability, and facilitate greater global integration. This perspective emphasizes that national security is best achieved not through isolation but through normalized relations and trust-building measures, provided Iran's right to peaceful nuclear technology is recognized. Consequently, Reformist factions have historically been more supportive of deals like the 2015 JCPOA, criticizing hardline resistance as detrimental to the welfare of ordinary Iranians."
