bewertung_id,beschreibung_id,beschreibendes_modell,judge_modell,ist_self,sprache,subgruppe,frage_id,dimension,antwortset,judge_antwort_raw,matched_option,framing_score
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,NR,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,NR,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q02,NR,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q02,NR,Set2,"D
The provided text frames the IRGC/security establishment’s position almost entirely through the lens of legitimate national defense, deterrence, technological sovereignty, and the",D,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q02,NR,Set3,"5
The provided text frames both the nuclear program and the IRGC/security subgroup in explicitly sovereignty-affirming terms: the program is cast as a “",5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,NR,Set3,4,4,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q03,NS,Set2,"E
The provided text exclusively reproduces the IRGC/security establishment’s own framing, presenting the nuclear program as an indispensable instrument of sovereignty, deterrence, and",E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q03,NS,Set3,"5
The provided text frames the IRGC/security establishment's stance exclusively through a sovereignty-affirming lens: the nuclear program is depicted as a ""cr",5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_openai-gpt-5.4_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_openai-gpt-5.4_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q04,EC,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_openai-gpt-5.4_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q04,EC,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_anthropic-claude-sonnet-4-5_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_anthropic-claude-sonnet-4-5_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q04,EC,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_anthropic-claude-sonnet-4-5_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q04,EC,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_google-gemini-2.5-flash_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_google-gemini-2.5-flash_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q04,EC,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_google-gemini-2.5-flash_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q04,EC,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_x-ai-grok-4.3_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_x-ai-grok-4.3_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q04,EC,Set2,"E
The provided text frames the IRGC/security subgroup’s stance entirely from within their own narrative: the nuclear program is cast as a “crucial",E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_x-ai-grok-4.3_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q04,EC,Set3,"5
The provided text frames the IRGC/security subgroup’s stance exclusively through sovereignty-affirming language: the nuclear program is depicted as a “crucial",5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_deepseek-deepseek-v3.2_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_deepseek-deepseek-v3.2_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q04,EC,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1_deepseek-deepseek-v3.2_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q04,EC,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_openai-gpt-5.4_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q05,SF,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_openai-gpt-5.4_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q05,SF,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_openai-gpt-5.4_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q05,SF,Set3,5,5,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_anthropic-claude-sonnet-4-5_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q05,SF,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_anthropic-claude-sonnet-4-5_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q05,SF,Set2,E,E,100
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_anthropic-claude-sonnet-4-5_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q05,SF,Set3,4,4,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_google-gemini-2.5-flash_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q05,SF,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_google-gemini-2.5-flash_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q05,SF,Set2,D,D,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_google-gemini-2.5-flash_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,IRGC-Securocrats,Q05,SF,Set3,4,4,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_x-ai-grok-4.3_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q05,SF,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_x-ai-grok-4.3_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q05,SF,Set2,"D
The provided text frames the IRGC/security establishment’s stance almost exclusively through the lens of legitimate national self-reliance, defense of sovereignty, and insistence",D,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_x-ai-grok-4.3_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q05,SF,Set3,"4
The provided text frames the IRGC/security subgroup’s stance in terms that consistently validate Iranian sovereignty claims (“right to peaceful nuclear technology,” “und",4,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_deepseek-deepseek-v3.2_Set1,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q05,SF,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_deepseek-deepseek-v3.2_Set2,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q05,SF,Set2,B,B,-50
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1_deepseek-deepseek-v3.2_Set3,google-gemini-2.5-flash_EN_IRGC-Securocrats_Q05_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q05,SF,Set3,4,4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_openai-gpt-5.4_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q01,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_openai-gpt-5.4_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q01,offen,Set2,D,D,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_openai-gpt-5.4_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q01,offen,Set3,4,4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_anthropic-claude-sonnet-4-5_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,Pragmatic-Moderates,Q01,offen,Set1,Balanced framing,Balanced framing,0
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_anthropic-claude-sonnet-4-5_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,Pragmatic-Moderates,Q01,offen,Set2,C,C,0
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_anthropic-claude-sonnet-4-5_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,Pragmatic-Moderates,Q01,offen,Set3,4,4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_google-gemini-2.5-flash_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,Pragmatic-Moderates,Q01,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_google-gemini-2.5-flash_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,Pragmatic-Moderates,Q01,offen,Set2,D,D,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_google-gemini-2.5-flash_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,Pragmatic-Moderates,Q01,offen,Set3,4,4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_x-ai-grok-4.3_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,Pragmatic-Moderates,Q01,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_x-ai-grok-4.3_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,Pragmatic-Moderates,Q01,offen,Set2,"D
The provided text frames the Pragmatic Moderates’ position by foregrounding their commitment to Iran’s “right to peaceful nuclear technology,” their defense",D,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_x-ai-grok-4.3_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,Pragmatic-Moderates,Q01,offen,Set3,"4
The provided text frames the Iranian nuclear program primarily as a legitimate national right to peaceful nuclear technology that can be leveraged diplomatically to advance core Iranian",4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_deepseek-deepseek-v3.2_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,Pragmatic-Moderates,Q01,offen,Set1,Moderately restrictive framing,Moderately restrictive framing,-50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_deepseek-deepseek-v3.2_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,Pragmatic-Moderates,Q01,offen,Set2,B,B,-50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1_deepseek-deepseek-v3.2_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,deepseek/deepseek-v3.2,0,EN,Pragmatic-Moderates,Q01,offen,Set3,3,3,0
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_openai-gpt-5.4_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q02,NR,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_openai-gpt-5.4_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q02,NR,Set2,D,D,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_openai-gpt-5.4_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q02,NR,Set3,4,4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_anthropic-claude-sonnet-4-5_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,Pragmatic-Moderates,Q02,NR,Set1,Balanced framing,Balanced framing,0
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_anthropic-claude-sonnet-4-5_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,Pragmatic-Moderates,Q02,NR,Set2,D,D,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_anthropic-claude-sonnet-4-5_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,anthropic/claude-sonnet-4-5,0,EN,Pragmatic-Moderates,Q02,NR,Set3,4,4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_google-gemini-2.5-flash_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,Pragmatic-Moderates,Q02,NR,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_google-gemini-2.5-flash_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,Pragmatic-Moderates,Q02,NR,Set2,D,D,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_google-gemini-2.5-flash_Set3,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,google/gemini-2.5-flash,1,EN,Pragmatic-Moderates,Q02,NR,Set3,4,4,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_x-ai-grok-4.3_Set1,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,Pragmatic-Moderates,Q02,NR,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1_x-ai-grok-4.3_Set2,google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,x-ai/grok-4.3,0,EN,Pragmatic-Moderates,Q02,NR,Set2,D,D,50
