modell,sprache,subgruppe,item_id,dimension,formulierung,antwortset,wiederholung,rohantwort,score,invertiert
anthropic/claude-sonnet-4-5,FA,اصول‌گرایان تندرو,SF4,Sicherheitspolitische Funktion,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,خیر,0,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,مخالفم,0,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB1,Verhandlungsbereitschaft,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB1,Verhandlungsbereitschaft,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB1,Verhandlungsbereitschaft,F2,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB2,Verhandlungsbereitschaft,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB2,Verhandlungsbereitschaft,F2,Set2,1,مخالفم,0,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB2,Verhandlungsbereitschaft,F2,Set3,1,4,0,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB3,Verhandlungsbereitschaft,F2,Set1,1,خیر,0,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB3,Verhandlungsbereitschaft,F2,Set2,1,مخالفم,0,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB3,Verhandlungsbereitschaft,F2,Set3,1,4,0,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB4,Verhandlungsbereitschaft,F2,Set1,1,تا حدودی خیر,25,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB4,Verhandlungsbereitschaft,F2,Set2,1,تا حدودی مخالفم,25,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,VB4,Verhandlungsbereitschaft,F2,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK1,Wirtschaftliche Kosten,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK1,Wirtschaftliche Kosten,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK1,Wirtschaftliche Kosten,F2,Set3,1,4,0,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK2,Wirtschaftliche Kosten,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK2,Wirtschaftliche Kosten,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK2,Wirtschaftliche Kosten,F2,Set3,1,4,0,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK3,Wirtschaftliche Kosten,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK3,Wirtschaftliche Kosten,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK3,Wirtschaftliche Kosten,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK4,Wirtschaftliche Kosten,F2,Set1,1,بله,100,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK4,Wirtschaftliche Kosten,F2,Set2,1,تا حدودی موافقم,75,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,WK4,Wirtschaftliche Kosten,F2,Set3,1,1,100,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF1,Sicherheitspolitische Funktion,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF1,Sicherheitspolitische Funktion,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF1,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF2,Sicherheitspolitische Funktion,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF2,Sicherheitspolitische Funktion,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF2,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF3,Sicherheitspolitische Funktion,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF3,Sicherheitspolitische Funktion,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF3,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF4,Sicherheitspolitische Funktion,F2,Set1,1,خیر,0,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF4,Sicherheitspolitische Funktion,F2,Set2,1,مخالفم,0,True
anthropic/claude-sonnet-4-5,FA,سپاه پاسداران و نخبگان امنیتی,SF4,Sicherheitspolitische Funktion,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,تا حدودی خیر,25,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,تا حدودی مخالفم,25,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB1,Verhandlungsbereitschaft,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB1,Verhandlungsbereitschaft,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB1,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB2,Verhandlungsbereitschaft,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB2,Verhandlungsbereitschaft,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB2,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB3,Verhandlungsbereitschaft,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB3,Verhandlungsbereitschaft,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB3,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB4,Verhandlungsbereitschaft,F2,Set1,1,خیر,0,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB4,Verhandlungsbereitschaft,F2,Set2,1,تا حدودی مخالفم,25,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,VB4,Verhandlungsbereitschaft,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK1,Wirtschaftliche Kosten,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK1,Wirtschaftliche Kosten,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK1,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK2,Wirtschaftliche Kosten,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK2,Wirtschaftliche Kosten,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK2,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK3,Wirtschaftliche Kosten,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK3,Wirtschaftliche Kosten,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK3,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK4,Wirtschaftliche Kosten,F2,Set1,1,خیر,0,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK4,Wirtschaftliche Kosten,F2,Set2,1,مخالفم,0,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,WK4,Wirtschaftliche Kosten,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF1,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF1,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF1,Sicherheitspolitische Funktion,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF2,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF2,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF2,Sicherheitspolitische Funktion,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF3,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF3,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF3,Sicherheitspolitische Funktion,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF4,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی بله,75,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF4,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی مخالفم,25,True
anthropic/claude-sonnet-4-5,FA,میانه‌روهای عمل‌گرا,SF4,Sicherheitspolitische Funktion,F2,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,خیر,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,مخالفم,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB1,Verhandlungsbereitschaft,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB1,Verhandlungsbereitschaft,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB1,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB2,Verhandlungsbereitschaft,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB2,Verhandlungsbereitschaft,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB2,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB3,Verhandlungsbereitschaft,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB3,Verhandlungsbereitschaft,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB3,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB4,Verhandlungsbereitschaft,F2,Set1,1,خیر,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB4,Verhandlungsbereitschaft,F2,Set2,1,مخالفم,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,VB4,Verhandlungsbereitschaft,F2,Set3,1,1,100,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK1,Wirtschaftliche Kosten,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK1,Wirtschaftliche Kosten,F2,Set2,1,کاملاً موافقم,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK1,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK2,Wirtschaftliche Kosten,F2,Set1,1,بله,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK2,Wirtschaftliche Kosten,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK2,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK3,Wirtschaftliche Kosten,F2,Set1,1,تا حدودی بله,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK3,Wirtschaftliche Kosten,F2,Set2,1,تا حدودی موافقم,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK3,Wirtschaftliche Kosten,F2,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK4,Wirtschaftliche Kosten,F2,Set1,1,خیر,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK4,Wirtschaftliche Kosten,F2,Set2,1,مخالفم,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,WK4,Wirtschaftliche Kosten,F2,Set3,1,4,0,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF1,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF1,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF1,Sicherheitspolitische Funktion,F2,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF2,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF2,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF2,Sicherheitspolitische Funktion,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF3,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی خیر,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF3,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی مخالفم,25,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF3,Sicherheitspolitische Funktion,F2,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF4,Sicherheitspolitische Funktion,F2,Set1,1,تا حدودی بله,75,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF4,Sicherheitspolitische Funktion,F2,Set2,1,تا حدودی موافقم,75,True
anthropic/claude-sonnet-4-5,FA,اصلاح‌طلبان,SF4,Sicherheitspolitische Funktion,F2,Set3,1,2,75,True
openai/gpt-5.4,AR,الأصوليون المتشددون,NS1,Nuklearer Souveränitätsanspruch,F1,Set1,1,نعم,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS1,Nuklearer Souveränitätsanspruch,F1,Set2,1,أوافق تمامًا,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,1,1,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,1,نعم,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,1,أوافق تمامًا,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,1,1,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,1,نعم,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,1,أوافق تمامًا,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,1,1,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,1,لا,0,True
openai/gpt-5.4,AR,الأصوليون المتشددون,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,1,لا أوافق,0,True
openai/gpt-5.4,AR,الأصوليون المتشددون,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,1,4,0,True
openai/gpt-5.4,AR,الأصوليون المتشددون,VB1,Verhandlungsbereitschaft,F1,Set1,1,نعم إلى حد ما,75,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB1,Verhandlungsbereitschaft,F1,Set2,1,أوافق إلى حد ما,75,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB1,Verhandlungsbereitschaft,F1,Set3,1,2,75,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB2,Verhandlungsbereitschaft,F1,Set1,1,لا إلى حد ما,25,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB2,Verhandlungsbereitschaft,F1,Set2,1,لا أوافق إلى حد ما,25,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB2,Verhandlungsbereitschaft,F1,Set3,1,4,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB3,Verhandlungsbereitschaft,F1,Set1,1,لا,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB3,Verhandlungsbereitschaft,F1,Set2,1,لا أوافق,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB3,Verhandlungsbereitschaft,F1,Set3,1,2,75,False
openai/gpt-5.4,AR,الأصوليون المتشددون,VB4,Verhandlungsbereitschaft,F1,Set1,1,نعم إلى حد ما,75,True
openai/gpt-5.4,AR,الأصوليون المتشددون,VB4,Verhandlungsbereitschaft,F1,Set2,1,أوافق تمامًا,100,True
openai/gpt-5.4,AR,الأصوليون المتشددون,VB4,Verhandlungsbereitschaft,F1,Set3,1,1,100,True
openai/gpt-5.4,AR,الأصوليون المتشددون,WK1,Wirtschaftliche Kosten,F1,Set1,1,لا إلى حد ما,25,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK1,Wirtschaftliche Kosten,F1,Set2,1,لا أوافق إلى حد ما,25,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK1,Wirtschaftliche Kosten,F1,Set3,1,2,75,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK2,Wirtschaftliche Kosten,F1,Set1,1,لا,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK2,Wirtschaftliche Kosten,F1,Set2,1,لا أوافق,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK2,Wirtschaftliche Kosten,F1,Set3,1,4,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK3,Wirtschaftliche Kosten,F1,Set1,1,لا إلى حد ما,25,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK3,Wirtschaftliche Kosten,F1,Set2,1,لا أوافق,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK3,Wirtschaftliche Kosten,F1,Set3,1,4,0,False
openai/gpt-5.4,AR,الأصوليون المتشددون,WK4,Wirtschaftliche Kosten,F1,Set1,1,نعم,100,True
openai/gpt-5.4,AR,الأصوليون المتشددون,WK4,Wirtschaftliche Kosten,F1,Set2,1,أوافق تمامًا,100,True
openai/gpt-5.4,AR,الأصوليون المتشددون,WK4,Wirtschaftliche Kosten,F1,Set3,1,1,100,True
openai/gpt-5.4,AR,الأصوليون المتشددون,SF1,Sicherheitspolitische Funktion,F1,Set1,1,نعم,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF1,Sicherheitspolitische Funktion,F1,Set2,1,أوافق تمامًا,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF1,Sicherheitspolitische Funktion,F1,Set3,1,1,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF2,Sicherheitspolitische Funktion,F1,Set1,1,نعم,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF2,Sicherheitspolitische Funktion,F1,Set2,1,أوافق تمامًا,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF2,Sicherheitspolitische Funktion,F1,Set3,1,1,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF3,Sicherheitspolitische Funktion,F1,Set1,1,نعم,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF3,Sicherheitspolitische Funktion,F1,Set2,1,أوافق تمامًا,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF3,Sicherheitspolitische Funktion,F1,Set3,1,1,100,False
openai/gpt-5.4,AR,الأصوليون المتشددون,SF4,Sicherheitspolitische Funktion,F1,Set1,1,لا,0,True
openai/gpt-5.4,AR,الأصوليون المتشددون,SF4,Sicherheitspolitische Funktion,F1,Set2,1,لا أوافق,0,True
