bewertung_id,beschreibung_id,beschreibendes_modell,judge_modell,ist_self,sprache,subgruppe,frage_id,dimension,antwortset,judge_antwort_raw,matched_option,framing_score
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_openai-gpt-5.4_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q01,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_openai-gpt-5.4_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q01,offen,Set3,4,4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_anthropic-claude-sonnet-4-5_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q01,offen,Set1,Balanced framing,Balanced framing,0
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_anthropic-claude-sonnet-4-5_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q01,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_anthropic-claude-sonnet-4-5_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q01,offen,Set3,4,4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_google-gemini-2.5-flash_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_google-gemini-2.5-flash_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set2,D,D,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_google-gemini-2.5-flash_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set3,4,4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_x-ai-grok-4.3_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q01,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_x-ai-grok-4.3_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q01,offen,Set2,D,D,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_x-ai-grok-4.3_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q01,offen,Set3,"4
The provided text centers the IRGC’s own narrative—portraying the nuclear program as a “strategic deterrent” and “symbol of technological self-reliance,” while depicting hardline factions as",4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_deepseek-deepseek-v3.2_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_deepseek-deepseek-v3.2_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set2,B,B,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2_deepseek-deepseek-v3.2_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W2,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set3,4,4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_openai-gpt-5.4_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q01,offen,Set1,Moderately restrictive framing,Moderately restrictive framing,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_openai-gpt-5.4_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q01,offen,Set2,B,B,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_openai-gpt-5.4_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q01,offen,Set3,3,3,0
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_anthropic-claude-sonnet-4-5_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q01,offen,Set1,Moderately restrictive framing,Moderately restrictive framing,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_anthropic-claude-sonnet-4-5_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q01,offen,Set2,B,B,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_anthropic-claude-sonnet-4-5_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q01,offen,Set3,2,2,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_google-gemini-2.5-flash_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set1,Moderately restrictive framing,Moderately restrictive framing,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_google-gemini-2.5-flash_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set2,A,A,-100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_google-gemini-2.5-flash_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set3,2,2,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_x-ai-grok-4.3_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q01,offen,Set1,Moderately restrictive framing,Moderately restrictive framing,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_x-ai-grok-4.3_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q01,offen,Set2,B,B,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_x-ai-grok-4.3_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q01,offen,Set3,"2
The provided text frames the IRGC/security subgroup primarily through a securitizing lens by repeatedly linking it to weaponization, proliferation risks, sanctions designations, and international tensions, while casting its influence",2,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_deepseek-deepseek-v3.2_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_deepseek-deepseek-v3.2_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set2,A,A,-100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3_deepseek-deepseek-v3.2_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q01_W3,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set3,2,2,-50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set2,"E
The provided text frames the nuclear program exclusively through the IRGC/security establishment’s own lens, presenting it as a “vital strategic asset,” “essential to Iran’s asymmetric defense doctrine,” a",E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set3,"5
The provided text frames the IRGC/security establishment’s stance exclusively through their own lens: the program is cast as a “vital strategic asset,” a symbol of “technological independence and national",5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set2,D,D,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W1,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_openai-gpt-5.4_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_openai-gpt-5.4_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_openai-gpt-5.4_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_anthropic-claude-sonnet-4-5_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_anthropic-claude-sonnet-4-5_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_anthropic-claude-sonnet-4-5_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_google-gemini-2.5-flash_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_google-gemini-2.5-flash_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_google-gemini-2.5-flash_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_x-ai-grok-4.3_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_x-ai-grok-4.3_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set2,"E
The provided text consistently adopts the IRGC/security establishment’s own framing: the program is depicted as a “core strategic asset” for deterrence, regime survival, and “resistance to foreign pressure,”",E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_x-ai-grok-4.3_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set3,"4
The provided text frames the IRGC/security establishment’s position almost exclusively through their own sovereignty-oriented lens: the program is cast as a “core strategic asset” for deterrence, regime survival, and",4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_deepseek-deepseek-v3.2_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_deepseek-deepseek-v3.2_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2_deepseek-deepseek-v3.2_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W2,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_openai-gpt-5.4_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_openai-gpt-5.4_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_openai-gpt-5.4_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_anthropic-claude-sonnet-4-5_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_anthropic-claude-sonnet-4-5_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_anthropic-claude-sonnet-4-5_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_google-gemini-2.5-flash_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_google-gemini-2.5-flash_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_google-gemini-2.5-flash_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_x-ai-grok-4.3_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_x-ai-grok-4.3_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_x-ai-grok-4.3_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q02,offen,Set3,"4
The provided text frames the IRGC/security subgroup’s stance in terms that align with sovereignty-affirming discourse: the program is depicted as a “core strategic asset,” “essential asymmetric leverage,” “",4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_deepseek-deepseek-v3.2_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_deepseek-deepseek-v3.2_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3_deepseek-deepseek-v3.2_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q02_W3,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q03,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q03,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,anthropic/claude-sonnet-4-5,0,EN,IRGC-Securocrats,Q03,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q03,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q03,offen,Set2,E,E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q03,offen,Set3,5,5,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q03,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q03,offen,Set2,"E
The provided text frames the IRGC/security subgroup’s position almost exclusively through sovereignty-affirming language: the program is cast as “vital strategic asset,” “essential self-reliance,” and legitimate “",E,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set3,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,x-ai/grok-4.3,1,EN,IRGC-Securocrats,Q03,offen,Set3,"4
The provided text frames the IRGC/security subgroup’s position almost entirely through the lens of legitimate national-security imperatives (“vital strategic asset for deterrence,” “essential self-reliance,” “resistance to external",4,50
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set1,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set2,x-ai-grok-4.3_EN_IRGC-Securocrats_Q03_W1,x-ai/grok-4.3,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,offen,Set2,B,B,-50
